time; F_set; F_input; F_error; F_output +; F_output -; T_set; T_input; T_error; T_output +; T_output -; S_set; S_input; S_error; S_output +; S_output -; F_kp+; F_kp-; F_ki+; F_ki-; F_kd+; F_kd-; T_kp+; T_kp-; T_ki+; T_ki-; T_kd+; T_kd-; S_kp+; S_kp-; S_ki+; S_ki-; S_kd+; S_kd-
3.44; 0.4106; 0.43393; -0.02334; 0; 0.03871; -0.04016; -0.04016; 0; 0; 0.00014; -0.05373; -0.007; -0.04672; 0; 0.11064; -0.03174; 0.03321; 0; 0.00549; 1E-05; 1E-05; 0; 0; 0; 0.00014; 0; 0; -0.10157; 0.10157; 0; 0.00894; 0.00013; 0.00013; 
3.5; 0.40973; 0.43395; -0.02422; 0; 0.04017; -0.04027; -0.04027; 0; 0; 0.00014; -0.05209; -0.01538; -0.03671; 0; 0.08952; -0.03294; 0.03447; 0; 0.0057; 0; 0; 0; 0; 0; 0.00014; 0; 0; -0.07981; 0.0798; 0; 0.00966; 6E-05; 6E-05; 
3.54; 0.40886; 0.43398; -0.02512; 0; 0.04158; -0.03962; -0.04408; 0.00446; 0.00981; 0; -0.0491; -0.02335; -0.02575; 0; 0.06605; -0.03416; 0.03574; 0; 0.00584; 0; 0; 0.00971; -0.0097; 6E-05; 0; 4E-05; 4E-05; -0.05597; 0.05597; 0; 0.01; 8E-05; 8E-05; 
3.58; 0.40799; 0.43401; -0.02602; 0; 0.04301; -0.03835; -0.04635; 0.008; 0.01758; 0; -0.04502; -0.03094; -0.01408; 0; 0.04087; -0.03539; 0.03703; 0; 0.00598; 0; 0; 0.0174; -0.01739; 0.00016; 0; 2E-05; 2E-05; -0.03061; 0.03061; 0; 0.01019; 8E-05; 8E-05; 
3.64; 0.40668; 0.43405; -0.02736; 0; 0.04515; -0.03575; -0.04896; 0.01321; 0.02916; 0; -0.03752; -0.03752; 0; 0; 0.01019; -0.03721; 0.03894; 0; 0.00621; 0; 0; 0.02872; -0.02871; 0.00042; 0; 2E-05; 2E-05; 0; 0; 0; 0.01019; 0; 0; 
3.68; 0.40581; 0.43407; -0.02825; 0; 0.04657; -0.0339; -0.05043; 0.01654; 0.03662; 0; -0.03211; -0.03995; 0.00784; 0.01716; 0; -0.03842; 0.0402; 0; 0.00637; 0; 0; 0.03596; -0.03595; 0.00064; 0; 2E-05; 2E-05; 0.01704; -0.01704; 0.0001; 0; 3E-05; 3E-05; 
3.72; 0.40494; 0.43408; -0.02913; 0; 0.04799; -0.03255; -0.05045; 0.0179; 0.03981; 0; -0.0274; -0.03975; 0.01235; 0.0271; 0; -0.03962; 0.04146; 0; 0.00654; 0; 0; 0.03893; -0.03892; 0.00088; 0; 0; 0; 0.02684; -0.02684; 0.00026; 0; 0; 0; 
3.76; 0.40408; 0.43408; -0.03001; 0; 0.0494; -0.03236; -0.0505; 0.01814; 0.04056; 0; -0.02291; -0.0396; 0.0167; 0.03678; 0; -0.04081; 0.0427; 0; 0.00671; 0; 0; 0.03945; -0.03943; 0.00111; 0; 0; 0; 0.0363; -0.0363; 0.00048; 0; 0; 0; 
3.82; 0.40277; 0.43407; -0.0313; 0; 0.05151; -0.03192; -0.05065; 0.01873; 0.04221; 0; -0.0197; -0.03948; 0.01978; 0.04387; 0; -0.04256; 0.04454; 0; 0.00697; 0; 0; 0.04072; -0.04071; 0.00148; 0; 0; 0; 0.043; -0.043; 0.00087; 0; 0; 0; 
3.86; 0.4019; 0.43406; -0.03215; 0; 0.0529; -0.03261; -0.05078; 0.01817; 0.04123; 0; -0.01806; -0.03945; 0.02139; 0.04766; 0; -0.04372; 0.04575; 0; 0.00715; 0; 0; 0.03951; -0.03949; 0.00172; 0; 0; 0; 0.0465; -0.0465; 0.00115; 0; 0; 0; 
3.9; 0.40104; 0.43403; -0.033; 0; 0.05429; -0.03373; -0.05093; 0.0172; 0.03935; 0; -0.01711; -0.03946; 0.02235; 0.05005; 0; -0.04487; 0.04695; 0; 0.00734; 0; 0; 0.03741; -0.03739; 0.00195; 0; 0; 0; 0.0486; -0.0486; 0.00145; 0; 0; 0; 
3.94; 0.39973; 0.43399; -0.03425; 0; 0.05627; -0.0361; -0.05121; 0.01511; 0.035; 0; -0.01678; -0.03954; 0.02276; 0.05123; 0; -0.04658; 0.04874; 0; 0.00753; 0; 0; 0.03285; -0.03284; 0.00215; 0; 0; 0; 0.04949; -0.04948; 0.00175; 0; 0; 0; 
4; 0.39887; 0.43395; -0.03509; 0; 0.05775; -0.03805; -0.05142; 0.01336; 0.03147; 0; -0.01718; -0.03963; 0.02245; 0.051; 0; -0.04771; 0.04993; 0; 0.00782; 0; 0; 0.02906; -0.02905; 0.00241; 0; 0; 0; 0.04881; -0.04881; 0.00219; 0; 0; 0; 
4.04; 0.398; 0.43216; -0.03416; 0; 0.05663; -0.04024; -0.05164; 0.01139; 0.02733; 0; -0.01777; -0.03823; 0.02046; 0.04692; 0; -0.04646; 0.04861; 0; 0.00802; 0; 0; 0.02477; -0.02476; 0.00256; 0; 0; 0; 0.04448; -0.04448; 0.00246; 0; -1E-05; -1E-05; 
4.08; 0.39714; 0.43037; -0.03323; 0; 0.0555; -0.04263; -0.05186; 0.00924; 0.02277; 0; -0.01844; -0.03683; 0.01839; 0.04267; 0; -0.04519; 0.04729; 0; 0.0082; 0; 0; 0.02008; -0.02008; 0.00268; 0; 0; 0; 0.03998; -0.03998; 0.0027; 0; -1E-05; -1E-05; 
4.12; 0.39585; 0.42757; -0.03172; 0; 0.05352; -0.04648; -0.05222; 0.00575; 0.01526; 0; -0.01952; -0.03464; 0.01512; 0.03574; 0; -0.04313; 0.04513; 0; 0.00838; 0; 1E-05; 0.0125; -0.0125; 0.00275; 0; 0; 0; 0.03286; -0.03286; 0.0029; 0; -2E-05; -2E-05; 
4.18; 0.395; 0.42661; -0.03161; 0; 0.05363; -0.04916; -0.05247; 0.00331; 0.01002; 0; -0.02034; -0.03396; 0.01362; 0.03276; 0; -0.04299; 0.04498; 0; 0.00865; 0; 0; 0.00719; -0.00719; 0.00282; 0; 0; 0; 0.0296; -0.0296; 0.00316; 0; 0; 0; 
4.22; 0.39415; 0.42657; -0.03242; 0; 0.05496; -0.0519; -0.0519; 0; 0.00282; 0; -0.02145; -0.03407; 0.01262; 0.03077; 0; -0.04409; 0.04613; 0; 0.00883; 0; 0; 0; 0; 0.00282; 0; 0; 0; 0.02744; -0.02744; 0.00333; 0; 0; 0; 
4.26; 0.39329; 0.42652; -0.03323; 0; 0.0563; -0.05466; -0.05297; -0.00168; 0; 0.0037; -0.02282; -0.03421; 0.01139; 0.02823; 0; -0.04519; 0.04728; 0; 0.00902; 0; 0; -0.00366; 0.00366; 0; 2E-05; 1E-05; 1E-05; 0.02475; -0.02475; 0.00348; 0; 0; 0; 
4.3; 0.39201; 0.42645; -0.03444; 0; 0.05821; -0.05878; -0.05335; -0.00543; 0; 0.01189; -0.02528; -0.03443; 0.00915; 0.0235; 0; -0.04683; 0.049; 0; 0.00921; 0; 0; -0.0118; 0.0118; 0; 9E-05; 0; 0; 0.0199; -0.0199; 0.0036; 0; 0; 0; 
4.36; 0.39116; 0.4264; -0.03524; 0; 0.05966; -0.06149; -0.05361; -0.00788; 0; 0.01738; -0.02713; -0.0346; 0.00747; 0.01998; 0; -0.04793; 0.05015; 0; 0.00951; 0; 0; -0.01714; 0.01713; 0; 0.00025; 0; 0; 0.01623; -0.01623; 0.00375; 0; 0; 0; 
4.4; 0.39031; 0.42635; -0.03605; 0; 0.061; -0.06413; -0.05385; -0.01028; 0; 0.02273; -0.02911; -0.03477; 0.00566; 0.01613; 0; -0.04902; 0.05129; 0; 0.00971; 0; 0; -0.02235; 0.02234; 0; 0.00038; 0; 0; 0.01231; -0.01231; 0.00382; 0; 0; 0; 
4.44; 0.38946; 0.42631; -0.03685; 0; 0.06235; -0.06671; -0.0541; -0.01261; 0; 0.02797; -0.03117; -0.03494; 0.00377; 0.01207; 0; -0.05011; 0.05244; 0; 0.00992; 0; 0; -0.02743; 0.02741; 0; 0.00055; 0; 0; 0.0082; -0.0082; 0.00387; 0; 0; 0; 
4.5; 0.38818; 0.42623; -0.03806; 0; 0.06439; -0.07042; -0.05446; -0.01596; 0; 0.03555; -0.03438; -0.03438; 0; 0.00387; 0; -0.05175; 0.05415; 0; 0.01024; 0; 0; -0.0347; 0.03468; 0; 0.00086; 0; 0; 0; 0; 0.00387; 0; 0; 0; 
4.54; 0.38732; 0.42618; -0.03886; 0; 0.06575; -0.07276; -0.0547; -0.01807; 0; 0.04038; -0.03655; -0.03655; 0; 0.00387; 0; -0.05284; 0.05529; 0; 0.01046; 0; 0; -0.03929; 0.03927; 0; 0.0011; 0; 0; 0; 0; 0.00387; 0; 0; 0; 
4.58; 0.38647; 0.42613; -0.03966; 0; 0.06712; -0.075; -0.05492; -0.02008; 0; 0.045; -0.03872; -0.03558; -0.00314; 0; 0.00686; -0.05394; 0.05644; 0; 0.01068; 0; 0; -0.04365; 0.04363; 0; 0.00136; 0; 0; -0.00683; 0.00683; 0; 4E-05; -1E-05; -1E-05; 
4.62; 0.38562; 0.42609; -0.04047; 0; 0.06849; -0.07857; -0.05515; -0.02342; 0; 0.05258; -0.04214; -0.03577; -0.00637; 0; 0.01398; -0.05503; 0.05758; 0; 0.01091; 0; 0; -0.05093; 0.05091; 0; 0.00167; 0; 0; -0.01386; 0.01386; 0; 0.00012; 0; 0; 
4.68; 0.38434; 0.42602; -0.04168; 0; 0.07056; -0.08007; -0.05547; -0.0246; 0; 0.05562; -0.04404; -0.03604; -0.008; 0; 0.01768; -0.05668; 0.0593; 0; 0.01126; 0; 0; -0.05348; 0.05346; 0; 0.00215; 0; 0; -0.0174; 0.0174; 0; 0.00028; 0; 0; 
4.72; 0.38349; 0.42597; -0.04248; 0; 0.07195; -0.08187; -0.05568; -0.02619; 0; 0.05943; -0.04608; -0.03622; -0.00986; 0; 0.02186; -0.05777; 0.06045; 0; 0.0115; 0; 0; -0.05696; 0.05693; 0; 0.0025; 0; 0; -0.02145; 0.02144; 0; 0.00041; 0; 0; 
4.76; 0.38264; 0.42388; -0.04124; 0; 0.07041; -0.08385; -0.05765; -0.0262; 0; 0.05981; -0.04806; -0.03639; -0.01167; 0; 0.02593; -0.05608; 0.05868; 0; 0.01173; 0; 0; -0.05697; 0.05695; 0; 0.00284; 2E-05; 2E-05; -0.02537; 0.02537; 0; 0.00056; 0; 0; 
4.8; 0.38137; 0.42065; -0.03927; 0; 0.06784; -0.08727; -0.0607; -0.02657; 0; 0.06096; -0.05089; -0.03665; -0.01424; 0; 0.0317; -0.05341; 0.05588; 0; 0.01195; 1E-05; 1E-05; -0.05777; 0.05774; 0; 0.00319; 3E-05; 3E-05; -0.03095; 0.03095; 0; 0.00075; 0; 0; 
4.86; 0.38053; 0.41838; -0.03784; 0; 0.06612; -0.08982; -0.06285; -0.02696; 0; 0.06234; -0.05266; -0.03681; -0.01585; 0; 0.03552; -0.05146; 0.05385; 0; 0.01227; 0; 0; -0.05863; 0.05861; 0; 0.00372; 2E-05; 2E-05; -0.03446; 0.03446; 0; 0.00106; 0; 0; 
4.9; 0.3797; 0.41613; -0.03643; 0; 0.06431; -0.09253; -0.065; -0.02754; 0; 0.06395; -0.05435; -0.03697; -0.01738; 0; 0.03907; -0.04954; 0.05184; 0; 0.01247; 0; 0; -0.05987; 0.05985; 0; 0.00408; 2E-05; 2E-05; -0.03778; 0.03778; 0; 0.00129; 0; 0; 
4.94; 0.37887; 0.4139; -0.03503; 0; 0.06252; -0.09536; -0.06713; -0.02823; 0; 0.06583; -0.05594; -0.03712; -0.01882; 0; 0.04245; -0.04764; 0.04985; 0; 0.01267; 0; 0; -0.06138; 0.06135; 0; 0.00445; 2E-05; 2E-05; -0.04091; 0.04091; 0; 0.00154; 0; 0; 
4.98; 0.37763; 0.41057; -0.03294; 0; 0.05973; -0.09969; -0.07033; -0.02937; 0; 0.0687; -0.05814; -0.03734; -0.02081; 0; 0.04704; -0.04479; 0.04687; 0; 0.01286; 1E-05; 1E-05; -0.06386; 0.06383; 0; 0.00484; 3E-05; 3E-05; -0.04523; 0.04523; 0; 0.00181; 0; 0; 
5.04; 0.37682; 0.40835; -0.03153; 0; 0.058; -0.1026; -0.07246; -0.03014; 0; 0.07095; -0.05949; -0.03747; -0.02201; 0; 0.0501; -0.04288; 0.04487; 0; 0.01312; 0; 0; -0.06554; 0.06551; 0; 0.00543; 1E-05; 1E-05; -0.04786; 0.04786; 0; 0.00224; 0; 0; 
5.08; 0.376; 0.40614; -0.03014; 0; 0.05618; -0.10547; -0.07458; -0.03089; 0; 0.07299; -0.06073; -0.0376; -0.02313; 0; 0.05283; -0.04098; 0.04288; 0; 0.01329; 0; 0; -0.06716; 0.06713; 0; 0.00583; 2E-05; 2E-05; -0.05028; 0.05028; 0; 0.00255; 0; 0; 
5.12; 0.37519; 0.40393; -0.02874; 0; 0.05435; -0.10828; -0.07671; -0.03157; 0; 0.07489; -0.06187; -0.03773; -0.02415; 0; 0.05536; -0.03908; 0.04089; 0; 0.01345; 0; 0; -0.06865; 0.06862; 0; 0.00625; 2E-05; 2E-05; -0.05249; 0.05249; 0; 0.00286; 0; 0; 
5.16; 0.37398; 0.40165; -0.02767; 0; 0.05299; -0.11089; -0.08152; -0.02937; 0; 0.07051; -0.06204; -0.04387; -0.01817; 0; 0.04266; -0.03763; 0.03938; 0; 0.01361; 0; 0; -0.06385; 0.06383; 0; 0.00663; 5E-05; 5E-05; -0.0395; 0.0395; 0; 0.0031; 6E-05; 6E-05; 
5.22; 0.37318; 0.40014; -0.02696; 0; 0.0522; -0.11136; -0.08475; -0.02661; 0; 0.06501; -0.06097; -0.04805; -0.01292; 0; 0.03148; -0.03666; 0.03836; 0; 0.01384; 0; 0; -0.05786; 0.05783; 0; 0.00716; 2E-05; 2E-05; -0.0281; 0.0281; 0; 0.00336; 3E-05; 3E-05; 
5.26; 0.37238; 0.39862; -0.02624; 0; 0.05133; -0.11085; -0.08802; -0.02283; 0; 0.05711; -0.05897; -0.05231; -0.00666; 0; 0.01798; -0.03569; 0.03734; 0; 0.01398; 0; 0; -0.04965; 0.04962; 0; 0.00746; 3E-05; 3E-05; -0.01449; 0.01449; 0; 0.00345; 4E-05; 4E-05; 
5.3; 0.37158; 0.39683; -0.02526; 0; 0.05007; -0.10969; -0.09055; -0.01914; 0; 0.04934; -0.0564; -0.0544; -0.002; 0; 0.00784; -0.03434; 0.03594; 0; 0.01412; 0; 0; -0.04162; 0.0416; 0; 0.00771; 3E-05; 3E-05; -0.00435; 0.00435; 0; 0.00347; 2E-05; 2E-05; 
5.36; 0.37039; 0.39373; -0.02335; 0; 0.04755; -0.10826; -0.09333; -0.01492; 0; 0.04046; -0.05295; -0.05295; 0; 0; 0.00347; -0.03175; 0.03322; 0; 0.01432; 0; 0; -0.03245; 0.03244; 0; 0.008; 2E-05; 2E-05; 0; 0; 0; 0.00347; 0; 0; 
5.4; 0.3696; 0.3919; -0.0223; 0; 0.04618; -0.10746; -0.09499; -0.01247; 0; 0.03528; -0.05096; -0.05433; 0.00337; 0.00738; 0; -0.03033; 0.03173; 0; 0.01445; 0; 0; -0.02711; 0.0271; 0; 0.00816; 2E-05; 2E-05; 0.00732; -0.00732; 4E-05; 0; 1E-05; 1E-05; 
5.44; 0.36881; 0.39006; -0.02125; 0; 0.0448; -0.10676; -0.09667; -0.0101; 0; 0.03026; -0.04919; -0.05432; 0.00513; 0.01127; 0; -0.02889; 0.03023; 0; 0.01457; 0; 0; -0.02196; 0.02195; 0; 0.0083; 2E-05; 2E-05; 0.01116; -0.01116; 0.00011; 0; 0; 0; 
5.48; 0.36803; 0.39003; -0.022; 0; 0.04599; -0.10588; -0.09678; -0.0091; 0; 0.02819; -0.04762; -0.05432; 0.0067; 0.01477; 0; -0.02991; 0.0313; 0; 0.01469; 0; 0; -0.01978; 0.01977; 0; 0.00842; 0; 0; 0.01457; -0.01457; 0.0002; 0; 0; 0; 
5.54; 0.36685; 0.38998; -0.02313; 0; 0.0478; -0.10404; -0.09693; -0.00711; 0; 0.02401; -0.04561; -0.05435; 0.00874; 0.01936; 0; -0.03145; 0.03291; 0; 0.01489; 0; 0; -0.01546; 0.01545; 0; 0.00856; 0; 0; 0.01899; -0.01899; 0.00037; 0; 0; 0; 
5.58; 0.36607; 0.38996; -0.02389; 0; 0.04901; -0.10249; -0.09701; -0.00548; 0; 0.02054; -0.04446; -0.05437; 0.00991; 0.02205; 0; -0.03248; 0.03399; 0; 0.01502; 0; 0; -0.01192; 0.01191; 0; 0.00863; 0; 0; 0.02155; -0.02155; 0.0005; 0; 0; 0; 
5.62; 0.36529; 0.38993; -0.02465; 0; 0.05023; -0.10071; -0.09707; -0.00363; 0; 0.01657; -0.04343; -0.0544; 0.01097; 0.0245; 0; -0.03352; 0.03507; 0; 0.01516; 0; 0; -0.0079; 0.0079; 0; 0.00868; 0; 0; 0.02385; -0.02385; 0.00065; 0; 0; 0; 
5.66; 0.36411; 0.3899; -0.02579; 0; 0.052; -0.09764; -0.09764; 0; 0; 0.00868; -0.04209; -0.05447; 0.01238; 0.02772; 0; -0.03507; 0.03669; 0; 0.0153; 0; 0; 0; 0; 0; 0.00868; 0; 0; 0.02691; -0.02691; 0.00081; 0; 0; 0; 
5.72; 0.36333; 0.38988; -0.02655; 0; 0.05331; -0.09536; -0.09719; 0.00183; 0.00402; 0.00465; -0.0413; -0.05451; 0.01322; 0.0298; 0; -0.03611; 0.03778; 0; 0.01553; 0; 0; 0.00399; -0.00399; 4E-05; 0.00864; 0; 0; 0.02873; -0.02873; 0.00107; 0; 0; 0; 
5.76; 0.36254; 0.38986; -0.02732; 0; 0.05455; -0.09292; -0.09723; 0.00431; 0.00947; 0; -0.04056; -0.05456; 0.014; 0.03168; 0; -0.03715; 0.03887; 0; 0.01568; 0; 0; 0.00937; -0.00937; 9E-05; 0; 0; 0; 0.03043; -0.03043; 0.00125; 0; 0; 0; 
5.8; 0.36176; 0.38984; -0.02808; 0; 0.0558; -0.09032; -0.09725; 0.00693; 0.01525; 0; -0.03988; -0.05461; 0.01473; 0.03347; 0; -0.03819; 0.03996; 0; 0.01584; 0; 0; 0.01506; -0.01506; 0.00018; 0; 0; 0; 0.03202; -0.03202; 0.00144; 0; 0; 0; 
5.84; 0.36059; 0.38982; -0.02924; 0; 0.05761; -0.08619; -0.09727; 0.01108; 0.02442; 0; -0.03893; -0.0547; 0.01577; 0.03593; 0; -0.03976; 0.0416; 0; 0.016; 0; 0; 0.02409; -0.02408; 0.00033; 0; 0; 0; 0.03428; -0.03428; 0.00165; 0; 0; 0; 
5.9; 0.3598; 0.38981; -0.03001; 0; 0.05896; -0.08329; -0.09728; 0.01398; 0.03101; 0; -0.03832; -0.05475; 0.01643; 0.0377; 0; -0.04081; 0.0427; 0; 0.01626; 0; 0; 0.03041; -0.03039; 0.0006; 0; 0; 0; 0.03572; -0.03572; 0.00198; 0; 0; 0; 
5.94; 0.35902; 0.3898; -0.03078; 0; 0.06023; -0.0803; -0.09728; 0.01698; 0.03774; 0; -0.03773; -0.05481; 0.01709; 0.03935; 0; -0.04186; 0.0438; 0; 0.01643; 0; 0; 0.03692; -0.0369; 0.00083; 0; 0; 0; 0.03715; -0.03714; 0.0022; 0; 0; 0; 
5.98; 0.35824; 0.38979; -0.03155; 0; 0.0615; -0.07722; -0.09728; 0.02005; 0.04469; 0; -0.03713; -0.05487; 0.01774; 0.041; 0; -0.04291; 0.0449; 0; 0.01661; 0; 0; 0.0436; -0.04358; 0.00109; 0; 0; 0; 0.03856; -0.03856; 0.00243; 0; 0; 0; 
6.02; 0.35706; 0.38978; -0.03271; 0; 0.06334; -0.07248; -0.09726; 0.02479; 0.05531; 0; -0.03624; -0.05496; 0.01872; 0.04338; 0; -0.04449; 0.04655; 0; 0.01679; 0; 0; 0.0539; -0.05388; 0.00142; 0; 0; 0; 0.0407; -0.0407; 0.00268; 0; 0; 0; 
6.08; 0.35628; 0.38977; -0.03349; 0; 0.06472; -0.06923; -0.09725; 0.02802; 0.06289; 0; -0.03563; -0.05502; 0.01939; 0.04521; 0; -0.04554; 0.04765; 0; 0.01707; 0; 0; 0.06092; -0.0609; 0.00197; 0; 0; 0; 0.04215; -0.04214; 0.00306; 0; 0; 0; 
6.12; 0.3555; 0.38976; -0.03426; 0; 0.06602; -0.06594; -0.09724; 0.03129; 0.07042; 0; -0.035; -0.05507; 0.02007; 0.04695; 0; -0.04659; 0.04875; 0; 0.01726; 0; 0; 0.06804; -0.06801; 0.00238; 0; 0; 0; 0.04363; -0.04363; 0.00332; 0; 0; 0; 
6.16; 0.35471; 0.38975; -0.03504; 0; 0.06732; -0.06261; -0.09722; 0.03461; 0.07809; 0; -0.03436; -0.05513; 0.02077; 0.04875; 0; -0.04765; 0.04986; 0; 0.01746; 0; 0; 0.07525; -0.07522; 0.00283; 0; 0; 0; 0.04515; -0.04515; 0.0036; 0; 0; 0; 
6.22; 0.35355; 0.38653; -0.03298; 0; 0.06467; -0.05878; -0.09059; 0.03181; 0.07258; 0; -0.03335; -0.05521; 0.02186; 0.05156; 0; -0.04485; 0.04692; 0; 0.01774; 0; 0; 0.06917; -0.06914; 0.00346; 0; -5E-05; -5E-05; 0.04753; -0.04753; 0.00403; 0; 0; 0; 
6.26; 0.35278; 0.38422; -0.03145; 0; 0.06267; -0.05722; -0.08579; 0.02857; 0.06591; 0; -0.03264; -0.05526; 0.02263; 0.05351; 0; -0.04276; 0.04475; 0; 0.01792; 0; 0; 0.06212; -0.0621; 0.00383; 0; -5E-05; -5E-05; 0.04919; -0.04919; 0.00432; 0; 0; 0; 
6.3; 0.35201; 0.38177; -0.02976; 0; 0.06044; -0.05657; -0.08059; 0.02402; 0.05632; 0; -0.03189; -0.05531; 0.02342; 0.05554; 0; -0.04047; 0.04235; 0; 0.01808; 0; 0; 0.05223; -0.05221; 0.00415; 0; -5E-05; -5E-05; 0.05091; -0.05091; 0.00463; 0; 0; 0; 
6.34; 0.35125; 0.37945; -0.0282; 0; 0.05837; -0.05668; -0.07576; 0.01908; 0.04584; 0; -0.03108; -0.05452; 0.02345; 0.0559; 0; -0.03835; 0.04013; 0; 0.01824; 0; 0; 0.04149; -0.04147; 0.0044; 0; -5E-05; -5E-05; 0.05097; -0.05097; 0.00494; 0; -1E-05; -1E-05; 
6.4; 0.35011; 0.3764; -0.02628; 0; 0.05587; -0.05795; -0.06971; 0.01177; 0.03017; 0; -0.0297; -0.05295; 0.02325; 0.05593; 0; -0.03574; 0.0374; 0; 0.01846; 0; 0; 0.02559; -0.02557; 0.00463; 0; -4E-05; -4E-05; 0.05054; -0.05054; 0.00539; 0; -1E-05; -1E-05; 
6.44; 0.34936; 0.37495; -0.02559; 0; 0.05502; -0.05891; -0.0672; 0.00829; 0.02274; 0; -0.0287; -0.05138; 0.02268; 0.05498; 0; -0.0348; 0.03641; 0; 0.01861; 0; 0; 0.01803; -0.01802; 0.00474; 0; -3E-05; -3E-05; 0.04931; -0.0493; 0.00569; 0; -2E-05; -2E-05; 
6.48; 0.34861; 0.37326; -0.02464; 0; 0.05381; -0.05972; -0.06618; 0.00645; 0.01885; 0; -0.0277; -0.0492; 0.02151; 0.05271; 0; -0.03351; 0.03506; 0; 0.01875; 0; 0; 0.01403; -0.01403; 0.00483; 0; -1E-05; -1E-05; 0.04675; -0.04675; 0.00597; 0; -2E-05; -2E-05; 
6.52; 0.3475; 0.37034; -0.02284; 0; 0.05139; -0.05985; -0.06682; 0.00697; 0.02009; 0; -0.02653; -0.04506; 0.01853; 0.04645; 0; -0.03106; 0.0325; 0; 0.01887; 0; 1E-05; 0.01516; -0.01516; 0.00492; 0; 1E-05; 1E-05; 0.04028; -0.04028; 0.00622; 0; -4E-05; -4E-05; 
6.58; 0.34676; 0.36848; -0.02172; 0; 0.04997; -0.05924; -0.06721; 0.00796; 0.02239; 0; -0.02597; -0.04238; 0.01641; 0.04221; 0; -0.02954; 0.03091; 0; 0.01906; 0; 0; 0.01731; -0.01731; 0.00507; 0; 0; 0; 0.03568; -0.03568; 0.00654; 0; -2E-05; -2E-05; 
6.62; 0.34602; 0.36662; -0.0206; 0; 0.04849; -0.05815; -0.06757; 0.00941; 0.02567; 0; -0.02556; -0.03971; 0.01415; 0.03745; 0; -0.02801; 0.02931; 0; 0.01917; 0; 0; 0.02047; -0.02046; 0.0052; 0; 0; 0; 0.03076; -0.03075; 0.00673; 0; -3E-05; -3E-05; 
6.66; 0.34529; 0.36661; -0.02132; 0; 0.04963; -0.05672; -0.0676; 0.01088; 0.029; 0; -0.02517; -0.03975; 0.01458; 0.03862; 0; -0.02899; 0.03033; 0; 0.01929; 0; 0; 0.02366; -0.02365; 0.00534; 0; 0; 0; 0.03171; -0.0317; 0.00692; 0; 0; 0; 
6.7; 0.34419; 0.36659; -0.0224; 0; 0.0513; -0.05408; -0.06763; 0.01355; 0.03498; 0; -0.02451; -0.03981; 0.01531; 0.0404; 0; -0.03047; 0.03188; 0; 0.01942; 0; 0; 0.02946; -0.02945; 0.00552; 0; 0; 0; 0.03328; -0.03328; 0.00712; 0; 0; 0; 
6.76; 0.34345; 0.36658; -0.02313; 0; 0.05253; -0.05204; -0.06764; 0.01559; 0.03973; 0; -0.02401; -0.03985; 0.01584; 0.04187; 0; -0.03145; 0.03291; 0; 0.01961; 0; 0; 0.03391; -0.03389; 0.00582; 0; 0; 0; 0.03444; -0.03444; 0.00743; 0; 0; 0; 
6.8; 0.34272; 0.36657; -0.02386; 0; 0.0537; -0.04981; -0.06763; 0.01782; 0.0448; 0; -0.02347; -0.03989; 0.01642; 0.04334; 0; -0.03244; 0.03395; 0; 0.01975; 0; 0; 0.03875; -0.03873; 0.00606; 0; 0; 0; 0.03569; -0.03569; 0.00765; 0; 0; 0; 
6.84; 0.34198; 0.36657; -0.02459; 0; 0.05488; -0.04742; -0.06762; 0.0202; 0.05025; 0; -0.02289; -0.03992; 0.01703; 0.04489; 0; -0.03344; 0.03499; 0; 0.01989; 0; 0; 0.04392; -0.0439; 0.00632; 0; 0; 0; 0.03703; -0.03702; 0.00787; 0; 0; 0; 
6.88; 0.34088; 0.36657; -0.02569; 0; 0.05658; -0.04356; -0.06758; 0.02402; 0.05887; 0; -0.02194; -0.03996; 0.01802; 0.04729; 0; -0.03493; 0.03655; 0; 0.02003; 0; 0; 0.05223; -0.05221; 0.00664; 0; 0; 0; 0.03919; -0.03918; 0.00811; 0; 0; 0; 
6.94; 0.34015; 0.36657; -0.02642; 0; 0.05785; -0.04084; -0.06755; 0.02671; 0.06524; 0; -0.02126; -0.03999; 0.01873; 0.04919; 0; -0.03593; 0.0376; 0; 0.02025; 0; 0; 0.05807; -0.05805; 0.00716; 0; 0; 0; 0.04072; -0.04072; 0.00847; 0; 0; 0; 
6.98; 0.33941; 0.36481; -0.02539; 0; 0.05653; -0.03779; -0.06599; 0.02819; 0.06882; 0; -0.02055; -0.04002; 0.01947; 0.05106; 0; -0.03453; 0.03613; 0; 0.0204; 0; 0; 0.0613; -0.06127; 0.00753; 0; -2E-05; -2E-05; 0.04233; -0.04232; 0.00873; 0; 0; 0; 
7.02; 0.33868; 0.36305; -0.02436; 0; 0.05521; -0.03439; -0.0644; 0.03002; 0.07318; 0; -0.01981; -0.04004; 0.02024; 0.05299; 0; -0.03313; 0.03467; 0; 0.02053; 0; 0; 0.06527; -0.06524; 0.00793; 0; -2E-05; -2E-05; 0.04399; -0.04399; 0.009; 0; 0; 0; 
